entrez_id,PredictionScore
56980,0.118
7697,0.118
7562,0.118
79932,0.118
55617,0.118
84612,0.118
285193,0.118
112479,0.118
8986,0.118
5717,0.118
10155,0.118
339501,0.118
4193,0.118
392509,0.118
10428,0.118
166378,0.118
57528,0.118
58500,0.118
1499,0.118
57540,0.118
830,0.118
55687,0.118
83787,0.118
65217,0.118
7705,0.118
84084,0.118
90379,0.118
7466,0.118
25904,0.118
80227,0.118
345062,0.118
29028,0.118
26063,0.118
93134,0.118
285203,0.118
84525,0.118
54971,0.118
9188,0.117
27292,0.117
56906,0.117
26986,0.117
117145,0.117
5395,0.117
151525,0.117
10475,0.117
23759,0.117
11159,0.117
9098,0.117
1759,0.117
4076,0.117
6059,0.117
26156,0.117
79789,0.117
84333,0.117
9351,0.117
152503,0.117
3755,0.117
64759,0.117
395,0.117
387119,0.117
8493,0.117
375748,0.117
30836,0.117
26048,0.117
79966,0.117
57519,0.117
92565,0.117
8550,0.117
54682,0.117
219988,0.117
221504,0.117
165082,0.117
80325,0.117
7476,0.117
81844,0.117
152815,0.117
8334,0.117
6251,0.117
283489,0.117
5681,0.117
348801,0.117
57646,0.117
284390,0.117
91369,0.117
6674,0.117
64783,0.117
125228,0.117
5757,0.117
144983,0.116
150275,0.116
55661,0.116
90167,0.116
387680,0.116
221786,0.116
57343,0.116
80258,0.116
284406,0.116
9943,0.116
83606,0.116
65110,0.116
8926,0.116
282809,0.116
55611,0.116
57604,0.116
84570,0.116
3632,0.116
54986,0.116
8576,0.116
3612,0.116
23170,0.116
1605,0.116
8349,0.116
283870,0.116
23560,0.116
374875,0.116
160428,0.116
345757,0.116
311,0.116
202134,0.116
7079,0.116
10738,0.116
286128,0.116
728621,0.116
23173,0.116
10518,0.116
8338,0.116
10921,0.116
26263,0.116
27091,0.116
267,0.116
23132,0.116
283742,0.116
192111,0.116
84619,0.116
56949,0.116
9918,0.116
64223,0.116
25865,0.116
144717,0.116
390443,0.116
728492,0.116
54815,0.116
57691,0.115
30849,0.115
7277,0.115
7414,0.115
125336,0.115
10166,0.115
3815,0.115
404672,0.115
92211,0.115
6443,0.115
7134,0.115
55764,0.115
28978,0.115
64748,0.115
25928,0.115
5566,0.115
79694,0.115
526,0.115
51,0.115
64770,0.115
8907,0.115
23583,0.115
790,0.115
4609,0.115
51602,0.115
143879,0.115
56181,0.115
90378,0.115
126637,0.115
2900,0.115
143187,0.115
4232,0.115
286499,0.115
54207,0.115
7059,0.115
3551,0.115
1141,0.115
400720,0.115
100137047,0.115
57179,0.114
81614,0.114
26659,0.114
23105,0.114
29114,0.114
84986,0.114
56910,0.114
3104,0.114
148753,0.114
11213,0.114
375593,0.114
3183,0.114
6830,0.114
115560,0.114
90102,0.114
728239,0.114
124923,0.114
338596,0.114
3434,0.114
353189,0.114
6242,0.114
9039,0.114
81543,0.114
283659,0.114
92822,0.114
352954,0.114
55746,0.114
341019,0.114
51100,0.114
27124,0.114
28514,0.114
5570,0.114
57617,0.114
51000,0.114
5816,0.114
55331,0.114
80824,0.114
3098,0.114
4123,0.114
26100,0.114
7592,0.113
339044,0.113
84276,0.113
6502,0.113
58516,0.113
84641,0.113
5519,0.113
57504,0.113
5826,0.113
51704,0.113
84109,0.113
202151,0.113
140459,0.113
3662,0.113
64778,0.113
4089,0.113
55039,0.113
9416,0.113
1616,0.113
57169,0.113
369,0.113
80148,0.113
7013,0.113
348180,0.113
5730,0.113
121227,0.113
4437,0.113
84640,0.113
221955,0.113
5496,0.113
132332,0.113
118490,0.113
114883,0.113
126282,0.113
51527,0.113
10811,0.113
156,0.113
3638,0.113
256987,0.113
23160,0.113
1153,0.113
57489,0.113
2767,0.112
10678,0.112
79876,0.112
221496,0.112
7753,0.112
11332,0.112
55254,0.112
7988,0.112
9134,0.112
117608,0.112
65979,0.112
9681,0.112
283417,0.112
9605,0.112
10809,0.112
26002,0.112
27115,0.112
23409,0.112
9352,0.112
64400,0.112
8694,0.112
6921,0.112
2844,0.112
6944,0.112
345930,0.112
51380,0.112
59348,0.112
3265,0.112
284439,0.112
84775,0.112
22929,0.112
54849,0.112
10616,0.112
6786,0.112
170591,0.112
8100,0.112
79089,0.112
51030,0.112
51147,0.112
118460,0.112
7042,0.112
23071,0.112
83752,0.112
648791,0.112
3671,0.112
79088,0.112
11091,0.112
1438,0.112
64847,0.112
4673,0.112
84924,0.112
349136,0.112
752,0.112
347918,0.112
100128327,0.112
283629,0.111
100528030,0.111
6047,0.111
84085,0.111
116211,0.111
1524,0.111
64754,0.111
57565,0.111
399665,0.111
80895,0.111
4923,0.111
10603,0.111
259215,0.111
163049,0.111
155185,0.111
83939,0.111
85364,0.111
55920,0.111
23363,0.111
283987,0.111
55094,0.111
166647,0.111
386617,0.111
200232,0.111
1152,0.111
114789,0.111
389114,0.111
83746,0.111
54468,0.111
57721,0.111
25938,0.111
83719,0.111
8412,0.111
11177,0.111
22927,0.111
9692,0.111
26024,0.111
7700,0.111
22821,0.111
5588,0.111
29766,0.111
100049587,0.111
353355,0.111
10556,0.111
79155,0.111
133957,0.111
8663,0.111
140886,0.111
2444,0.111
348487,0.111
5378,0.111
4604,0.111
130502,0.111
3084,0.111
23246,0.111
55321,0.111
25885,0.111
154810,0.111
51136,0.111
2806,0.111
84319,0.111
4253,0.111
25925,0.111
6257,0.111
144347,0.111
5605,0.111
4928,0.11
51095,0.11
57571,0.11
169270,0.11
91057,0.11
84224,0.11
55669,0.11
130132,0.11
84302,0.11
132789,0.11
9820,0.11
378807,0.11
83931,0.11
283518,0.11
55083,0.11
113444,0.11
9342,0.11
654231,0.11
5042,0.11
6455,0.11
9400,0.11
166863,0.11
375337,0.11
5509,0.11
64283,0.11
11007,0.11
57521,0.11
23677,0.11
58527,0.11
10955,0.11
4324,0.11
4795,0.11
11313,0.11
200942,0.11
56262,0.11
8462,0.11
1760,0.11
2731,0.11
8988,0.11
7046,0.11
11178,0.11
1639,0.11
9420,0.11
8546,0.11
6165,0.11
7345,0.11
346007,0.11
2072,0.11
2548,0.11
25861,0.11
71,0.11
9718,0.11
1848,0.11
257415,0.11
100528016,0.11
6451,0.11
85369,0.11
126382,0.11
25966,0.11
100131211,0.109
196051,0.109
84187,0.109
51807,0.109
23536,0.109
4001,0.109
90204,0.109
47,0.109
51251,0.109
51185,0.109
9797,0.109
79654,0.109
54970,0.109
26133,0.109
51474,0.109
79839,0.109
11201,0.109
91851,0.109
10922,0.109
2864,0.109
387640,0.109
91392,0.109
26504,0.109
8450,0.109
200014,0.109
9904,0.109
126069,0.109
1462,0.109
79137,0.109
7549,0.109
6764,0.109
338599,0.109
51072,0.109
7090,0.109
26149,0.109
91156,0.109
28511,0.109
285231,0.109
151195,0.109
10464,0.109
8723,0.109
317772,0.109
5093,0.109
25921,0.109
1315,0.109
5950,0.109
2321,0.109
90268,0.109
56180,0.109
55153,0.109
9459,0.109
401145,0.109
8189,0.109
79603,0.109
64398,0.109
2907,0.108
2825,0.108
132430,0.108
55063,0.108
148103,0.108
11166,0.108
55713,0.108
89876,0.108
91351,0.108
257240,0.108
4995,0.108
4152,0.108
140831,0.108
8073,0.108
9739,0.108
9679,0.108
55916,0.108
63892,0.108
57701,0.108
55709,0.108
5058,0.108
6878,0.108
144108,0.108
11179,0.108
10128,0.108
2960,0.108
353139,0.108
79133,0.108
57188,0.108
641649,0.108
23411,0.108
54093,0.108
2055,0.108
113451,0.108
57801,0.108
11051,0.108
399979,0.108
100996939,0.108
1102,0.108
11116,0.108
80755,0.108
255631,0.108
8451,0.108
9262,0.108
51385,0.108
10493,0.108
79711,0.108
7738,0.108
23640,0.108
5507,0.108
79862,0.108
51167,0.108
7407,0.108
29911,0.108
83468,0.107
79719,0.107
9933,0.107
81931,0.107
23307,0.107
27147,0.107
11153,0.107
2790,0.107
158358,0.107
79990,0.107
5471,0.107
115825,0.107
65264,0.107
378108,0.107
445329,0.107
23059,0.107
92799,0.107
124751,0.107
55132,0.107
2747,0.107
3977,0.107
54784,0.107
10999,0.107
91748,0.107
100131997,0.107
285025,0.107
128312,0.107
90673,0.107
375775,0.107
2946,0.107
8562,0.107
139599,0.107
112724,0.107
79709,0.107
5877,0.107
55014,0.107
59271,0.107
84766,0.107
158880,0.107
92344,0.107
114821,0.107
2063,0.107
9564,0.107
25896,0.107
2635,0.107
1038,0.107
126017,0.107
5646,0.107
391104,0.107
6603,0.107
84449,0.107
283431,0.107
23093,0.107
9903,0.107
91782,0.107
148156,0.107
51603,0.107
2848,0.107
84826,0.107
144423,0.107
9688,0.106
23500,0.106
91523,0.106
4147,0.106
7322,0.106
23580,0.106
55659,0.106
83590,0.106
114826,0.106
54807,0.106
3980,0.106
25799,0.106
6447,0.106
51400,0.106
115761,0.106
10923,0.106
285590,0.106
57644,0.106
7766,0.106
113000,0.106
162963,0.106
54716,0.106
7589,0.106
115196,0.106
7268,0.106
51115,0.106
340277,0.106
57467,0.106
25854,0.106
338761,0.106
653333,0.106
440093,0.106
284391,0.106
55471,0.106
1961,0.106
340595,0.106
91050,0.106
64779,0.106
23078,0.106
93343,0.106
158511,0.106
284459,0.106
7433,0.106
29965,0.106
4340,0.106
57477,0.106
162966,0.106
9204,0.106
286148,0.106
133383,0.106
117286,0.106
3550,0.106
222234,0.106
23011,0.106
161823,0.106
158584,0.106
5609,0.106
5518,0.106
100137049,0.106
116225,0.106
128077,0.106
55876,0.105
10294,0.105
3199,0.105
6723,0.105
54065,0.105
55762,0.105
54865,0.105
353091,0.105
26205,0.105
55766,0.105
54935,0.105
90736,0.105
389541,0.105
8225,0.105
5430,0.105
388633,0.105
11214,0.105
7791,0.105
5998,0.105
3975,0.105
7301,0.105
80820,0.105
5884,0.105
57464,0.105
54443,0.105
57418,0.105
55352,0.105
474344,0.105
57820,0.105
386681,0.105
283219,0.105
25876,0.105
3182,0.105
7029,0.105
64083,0.105
8844,0.105
5822,0.105
55805,0.105
158763,0.105
84315,0.105
79641,0.105
26284,0.105
338567,0.105
83479,0.105
3177,0.105
54576,0.105
23514,0.105
7621,0.105
118738,0.105
147657,0.105
54221,0.105
201798,0.105
9862,0.105
138715,0.105
92293,0.105
415116,0.105
118424,0.105
23460,0.105
23303,0.105
85439,0.105
340543,0.105
7508,0.105
493856,0.105
123016,0.105
8398,0.105
10683,0.105
4920,0.105
3981,0.105
7846,0.105
10585,0.105
3735,0.105
7341,0.105
9907,0.105
6901,0.105
5095,0.105
7428,0.105
56922,0.105
1629,0.105
90,0.105
84140,0.105
6662,0.105
389396,0.105
90864,0.105
8637,0.105
60,0.105
64122,0.105
9766,0.105
894,0.105
9529,0.105
84231,0.105
10301,0.105
728194,0.105
9287,0.105
26229,0.104
51244,0.104
9540,0.104
57470,0.104
23194,0.104
387332,0.104
283464,0.104
134728,0.104
10120,0.104
11340,0.104
163087,0.104
114336,0.104
151636,0.104
128272,0.104
6990,0.104
196513,0.104
55665,0.104
10463,0.104
7398,0.104
374868,0.104
83854,0.104
85437,0.104
10906,0.104
22894,0.104
26272,0.104
829,0.104
9776,0.104
8458,0.104
253650,0.104
143630,0.104
23180,0.104
5032,0.104
79797,0.104
343069,0.104
134145,0.104
85019,0.104
90826,0.104
10015,0.104
199223,0.104
22934,0.104
984,0.104
85416,0.104
51703,0.104
1397,0.104
126820,0.104
22932,0.104
374900,0.104
6612,0.104
55760,0.104
131870,0.104
80303,0.104
85007,0.104
27145,0.104
80237,0.104
51260,0.104
22875,0.104
338645,0.104
170394,0.104
79979,0.104
170850,0.104
57452,0.104
100532737,0.104
56125,0.103
10951,0.103
139804,0.103
135293,0.103
114112,0.103
7692,0.103
9196,0.103
653247,0.103
81570,0.103
29104,0.103
197258,0.103
54827,0.103
55798,0.103
23306,0.103
64420,0.103
51633,0.103
51326,0.103
728378,0.103
8498,0.103
405,0.103
338674,0.103
120425,0.103
80005,0.103
27430,0.103
57654,0.103
10838,0.103
7596,0.103
6319,0.103
91283,0.103
5834,0.103
5601,0.103
28990,0.103
84919,0.103
137994,0.103
342926,0.103
285242,0.103
259230,0.103
90333,0.103
29890,0.103
90231,0.103
54657,0.103
11031,0.103
55861,0.103
51564,0.103
11194,0.103
199704,0.103
818,0.103
4160,0.103
51204,0.103
6700,0.103
147166,0.103
26985,0.103
9053,0.103
401541,0.103
9749,0.103
317662,0.103
7625,0.103
83861,0.103
403244,0.103
94015,0.103
57480,0.103
55037,0.103
124790,0.103
57125,0.103
163227,0.103
85452,0.103
100506012,0.103
8220,0.102
285556,0.102
55556,0.102
337974,0.102
586,0.102
347862,0.102
89953,0.102
666,0.102
3266,0.102
84243,0.102
6279,0.102
286319,0.102
51131,0.102
56257,0.102
2050,0.102
3838,0.102
147015,0.102
386682,0.102
10629,0.102
80851,0.102
285643,0.102
79968,0.102
55139,0.102
9547,0.102
57474,0.102
25977,0.102
57410,0.102
9208,0.102
25777,0.102
126375,0.102
83858,0.102
3725,0.102
26157,0.102
100526740,0.102
80758,0.102
4035,0.102
89978,0.102
147011,0.102
79877,0.102
7581,0.102
22879,0.102
55614,0.102
84893,0.102
7639,0.102
27202,0.102
5706,0.102
284996,0.102
2537,0.102
57592,0.102
127396,0.102
8908,0.102
254428,0.102
8826,0.102
7567,0.102
10813,0.102
11174,0.102
161882,0.102
203068,0.102
51130,0.102
5151,0.102
163859,0.102
54883,0.102
54662,0.102
112840,0.102
440023,0.102
9817,0.102
157567,0.102
256356,0.102
131831,0.102
7542,0.102
63943,0.102
84455,0.102
5298,0.102
25771,0.102
2801,0.102
347517,0.102
8464,0.101
348654,0.101
54441,0.101
51194,0.101
79752,0.101
55316,0.101
57153,0.101
9220,0.101
158866,0.101
84905,0.101
9755,0.101
414301,0.101
11341,0.101
56143,0.101
56140,0.101
653234,0.101
54908,0.101
80726,0.101
64801,0.101
10082,0.101
26608,0.101
548645,0.101
1159,0.101
54857,0.101
9855,0.101
2187,0.101
84450,0.101
55744,0.101
23646,0.101
91039,0.101
9824,0.101
55771,0.101
670,0.101
100131827,0.101
114784,0.101
348093,0.101
282890,0.101
51285,0.101
6885,0.101
54491,0.101
9906,0.101
1407,0.101
9934,0.101
27097,0.101
55250,0.101
57720,0.101
23216,0.101
222255,0.101
10110,0.101
3306,0.101
90441,0.101
3964,0.101
23608,0.101
5326,0.101
27152,0.101
26235,0.101
139604,0.101
705,0.101
286,0.101
80778,0.101
83448,0.101
66035,0.101
146779,0.101
414899,0.101
5707,0.101
139596,0.101
8302,0.101
4610,0.101
9338,0.101
390151,0.101
54531,0.101
79957,0.101
83640,0.101
126374,0.101
55280,0.101
91661,0.101
55904,0.1
441518,0.1
57409,0.1
6949,0.1
2322,0.1
402682,0.1
5743,0.1
57205,0.1
39,0.1
23463,0.1
84059,0.1
170959,0.1
55585,0.1
9324,0.1
10199,0.1
140612,0.1
139562,0.1
57192,0.1
146225,0.1
55223,0.1
1606,0.1
51540,0.1
79033,0.1
10121,0.1
11147,0.1
23636,0.1
645121,0.1
27348,0.1
11057,0.1
116143,0.1
10672,0.1
5241,0.1
493753,0.1
410,0.1
411,0.1
7574,0.1
134359,0.1
84100,0.1
79944,0.1
443,0.1
9735,0.1
29082,0.1
81606,0.1
10608,0.1
10714,0.1
26223,0.1
388695,0.1
26018,0.1
114881,0.1
26160,0.1
26064,0.1
146279,0.1
79778,0.1
11132,0.1
6584,0.1
8301,0.1
57171,0.1
7114,0.1
3654,0.1
5428,0.1
4081,0.1
57231,0.1
100506658,0.1
9454,0.1
253639,0.1
89845,0.1
4882,0.1
83714,0.1
27300,0.1
3005,0.1
401994,0.1
79047,0.1
55835,0.1
375484,0.1
4621,0.1
6218,0.1
337963,0.1
10038,0.1
83903,0.1
6794,0.1
342909,0.1
80025,0.1
56654,0.1
57673,0.1
5709,0.1
89958,0.1
6773,0.1
1785,0.1
64794,0.1
494143,0.1
79094,0.1
145483,0.1
51092,0.099
644591,0.099
79863,0.099
550631,0.099
4207,0.099
54957,0.099
22994,0.099
23511,0.099
8886,0.099
9813,0.099
93474,0.099
79576,0.099
23660,0.099
64800,0.099
342132,0.099
57132,0.099
27440,0.099
5431,0.099
7064,0.099
9770,0.099
145173,0.099
92935,0.099
5255,0.099
56006,0.099
353141,0.099
57095,0.099
83892,0.099
1137,0.099
79661,0.099
11218,0.099
9189,0.099
346171,0.099
65057,0.099
8508,0.099
55367,0.099
3091,0.099
83743,0.099
119391,0.099
64418,0.099
55319,0.099
389151,0.099
9168,0.099
55893,0.099
56112,0.099
4190,0.099
55621,0.099
1787,0.099
83657,0.099
84437,0.099
8690,0.099
50717,0.099
51547,0.099
339761,0.099
158293,0.099
221927,0.099
170958,0.099
2752,0.099
123720,0.099
133619,0.099
27013,0.099
1054,0.099
4638,0.099
83933,0.099
161582,0.099
158931,0.099
205,0.099
54675,0.099
2783,0.099
163071,0.098
8683,0.098
55148,0.098
284485,0.098
83937,0.098
7832,0.098
83538,0.098
79989,0.098
4957,0.098
6239,0.098
55970,0.098
9875,0.098
339123,0.098
112714,0.098
6749,0.098
254950,0.098
57561,0.098
22869,0.098
761,0.098
222235,0.098
23189,0.098
51157,0.098
57805,0.098
3017,0.098
6829,0.098
128486,0.098
130340,0.098
8545,0.098
10946,0.098
339318,0.098
201164,0.098
728911,0.098
92806,0.098
51808,0.098
100129842,0.098
4810,0.098
11097,0.098
7226,0.098
3398,0.098
27291,0.098
160760,0.098
6817,0.098
130752,0.098
729475,0.098
55502,0.098
92283,0.098
255374,0.098
9094,0.098
50856,0.098
123096,0.098
84902,0.098
4101,0.098
342096,0.098
139324,0.098
9452,0.098
3998,0.098
5209,0.098
90025,0.098
169714,0.098
55274,0.098
1894,0.098
389658,0.098
29922,0.098
4502,0.098
9263,0.098
140801,0.098
133121,0.098
54872,0.098
285489,0.098
390637,0.098
51646,0.098
738,0.097
126295,0.097
375,0.097
129521,0.097
51155,0.097
348013,0.097
9040,0.097
3042,0.097
147407,0.097
374879,0.097
8079,0.097
56144,0.097
7260,0.097
2475,0.097
79744,0.097
143244,0.097
27297,0.097
389812,0.097
84838,0.097
10207,0.097
11062,0.097
79959,0.097
1174,0.097
84904,0.097
8568,0.097
55008,0.097
285600,0.097
57530,0.097
374897,0.097
4515,0.097
51090,0.097
25913,0.097
130940,0.097
143162,0.097
79672,0.097
151449,0.097
7003,0.097
64852,0.097
23625,0.097
10109,0.097
91133,0.097
92002,0.097
57461,0.097
1389,0.097
54575,0.097
196074,0.097
54963,0.097
55293,0.097
3727,0.097
9507,0.097
84197,0.097
9441,0.097
27037,0.097
79039,0.097
84264,0.097
9840,0.097
10140,0.097
284697,0.097
10385,0.097
2631,0.097
23070,0.096
11169,0.096
54942,0.096
7568,0.096
55756,0.096
221154,0.096
79905,0.096
201514,0.096
83478,0.096
23491,0.096
10352,0.096
84622,0.096
93377,0.096
79844,0.096
1994,0.096
57130,0.096
10410,0.096
1677,0.096
79631,0.096
56141,0.096
80714,0.096
9368,0.096
64399,0.096
100272147,0.096
57198,0.096
79571,0.096
9559,0.096
11261,0.096
7706,0.096
145508,0.096
201181,0.096
140775,0.096
4513,0.096
30832,0.096
142683,0.096
139793,0.096
9812,0.096
25973,0.096
146862,0.096
57414,0.096
285971,0.096
8646,0.096
10172,0.096
388753,0.096
5422,0.096
192668,0.096
527,0.096
7620,0.096
2009,0.096
8537,0.096
221830,0.096
10489,0.096
56311,0.096
374887,0.096
6744,0.096
197407,0.096
51406,0.096
256227,0.096
5899,0.096
11319,0.096
79171,0.096
56834,0.096
283383,0.096
64798,0.096
51763,0.096
5198,0.096
203427,0.096
57798,0.096
84002,0.096
1353,0.096
85363,0.096
359845,0.096
322,0.096
81876,0.096
81562,0.096
29934,0.096
401285,0.096
1743,0.096
55255,0.096
2034,0.096
153643,0.096
113115,0.096
4520,0.096
81610,0.096
113146,0.096
10461,0.096
114769,0.096
9183,0.096
22919,0.096
79867,0.096
353145,0.096
56913,0.096
59286,0.096
7564,0.096
51495,0.096
55199,0.096
4354,0.096
4277,0.096
51343,0.096
55527,0.096
254552,0.096
54886,0.095
26520,0.095
285346,0.095
80207,0.095
10589,0.095
201973,0.095
55726,0.095
22827,0.095
828,0.095
51305,0.095
4240,0.095
29070,0.095
23787,0.095
57325,0.095
1912,0.095
112401,0.095
158586,0.095
147686,0.095
27341,0.095
65243,0.095
166785,0.095
29929,0.095
386675,0.095
27241,0.095
285676,0.095
4867,0.095
286204,0.095
64792,0.095
121549,0.095
400935,0.095
342931,0.095
3556,0.095
100142659,0.095
346562,0.095
145389,0.095
57558,0.095
4163,0.095
158067,0.095
3614,0.095
7289,0.095
2549,0.095
7694,0.095
3955,0.095
191,0.095
10857,0.095
221833,0.095
4489,0.095
3021,0.095
388524,0.095
282679,0.095
1299,0.095
93210,0.095
11102,0.095
57523,0.095
220359,0.095
27151,0.095
388512,0.095
84328,0.095
283989,0.095
84803,0.095
27130,0.095
84221,0.095
2280,0.095
100302736,0.095
79823,0.095
5837,0.095
11133,0.095
60626,0.095
8556,0.095
81556,0.095
728577,0.095
1033,0.095
169166,0.095
151230,0.095
2153,0.095
81576,0.095
84219,0.095
373856,0.095
80723,0.095
203569,0.095
5015,0.095
27143,0.095
124936,0.095
441549,0.095
728642,0.095
79616,0.095
2138,0.095
85235,0.095
51274,0.095
29988,0.095
79176,0.095
386684,0.095
55653,0.095
55180,0.095
136647,0.095
84547,0.095
5925,0.095
2936,0.095
1947,0.095
4296,0.095
5257,0.095
84811,0.095
4914,0.094
653404,0.094
55869,0.094
9846,0.094
23556,0.094
3636,0.094
339976,0.094
1070,0.094
401024,0.094
221960,0.094
51256,0.094
55007,0.094
93973,0.094
54777,0.094
414149,0.094
116441,0.094
11131,0.094
554226,0.094
92285,0.094
254863,0.094
56895,0.094
5212,0.094
8766,0.094
5638,0.094
1445,0.094
29945,0.094
80110,0.094
7112,0.094
90417,0.094
55716,0.094
114335,0.094
79441,0.094
118472,0.094
83932,0.094
10179,0.094
118426,0.094
9136,0.094
386672,0.094
64320,0.094
3696,0.094
441531,0.094
221710,0.094
23530,0.094
151313,0.094
84922,0.094
202333,0.094
144233,0.094
7936,0.094
4539,0.094
2926,0.094
79682,0.094
64167,0.094
85280,0.094
285282,0.094
10051,0.094
6192,0.094
7138,0.094
286827,0.094
139886,0.094
2030,0.094
28982,0.094
79991,0.094
81034,0.094
7727,0.094
54985,0.094
10059,0.094
9191,0.094
84239,0.094
207063,0.094
25895,0.094
374786,0.094
7075,0.094
11118,0.094
10847,0.094
5886,0.094
137209,0.094
79230,0.094
10473,0.093
122402,0.093
144195,0.093
91409,0.093
10283,0.093
9726,0.093
3269,0.093
56339,0.093
51545,0.093
267004,0.093
54947,0.093
9487,0.093
122011,0.093
205860,0.093
286530,0.093
653316,0.093
60490,0.093
8549,0.093
58508,0.093
9816,0.093
24138,0.093
9343,0.093
1856,0.093
1464,0.093
386680,0.093
51061,0.093
163223,0.093
646960,0.093
404636,0.093
5164,0.093
79583,0.093
28989,0.093
3297,0.093
374899,0.093
90324,0.093
83648,0.093
22900,0.093
7278,0.093
4501,0.093
84679,0.093
79722,0.093
7054,0.093
440026,0.093
130106,0.093
7358,0.093
11333,0.093
3619,0.093
23395,0.093
8662,0.093
8666,0.093
158326,0.093
55257,0.093
23541,0.093
5595,0.093
390664,0.093
493861,0.093
7718,0.093
112703,0.093
314,0.093
10092,0.093
55311,0.093
8654,0.093
51619,0.093
55248,0.093
115265,0.093
216,0.093
3516,0.093
114984,0.093
5954,0.093
220992,0.093
11279,0.093
84058,0.093
51699,0.093
29889,0.093
84948,0.093
55192,0.093
390113,0.093
353332,0.093
80219,0.093
115708,0.093
23309,0.093
441869,0.093
3730,0.093
11190,0.093
57674,0.093
219578,0.093
8629,0.093
2287,0.093
58538,0.093
2953,0.093
374383,0.093
79866,0.093
200081,0.093
2793,0.093
162972,0.092
23042,0.092
84467,0.092
139067,0.092
4686,0.092
84872,0.092
27333,0.092
4967,0.092
9064,0.092
124093,0.092
348174,0.092
729533,0.092
23619,0.092
4783,0.092
286436,0.092
56142,0.092
3107,0.092
9654,0.092
7709,0.092
400673,0.092
245940,0.092
57134,0.092
51013,0.092
4329,0.092
374928,0.092
84984,0.092
124402,0.092
54535,0.092
199834,0.092
118924,0.092
440822,0.092
51191,0.092
55644,0.092
274,0.092
54496,0.092
23288,0.092
409,0.092
79658,0.092
55972,0.092
168417,0.092
132001,0.092
134265,0.092
337960,0.092
27044,0.092
23339,0.092
57536,0.092
53371,0.092
221443,0.092
887,0.092
348995,0.092
23493,0.092
1059,0.092
54465,0.092
4519,0.092
2135,0.092
114884,0.092
2738,0.092
6919,0.091
51124,0.091
10159,0.091
5525,0.091
9644,0.091
27079,0.091
338069,0.091
5137,0.091
9077,0.091
4841,0.091
84832,0.091
4540,0.091
28512,0.091
22936,0.091
5833,0.091
317749,0.091
286826,0.091
124935,0.091
168544,0.091
123169,0.091
63976,0.091
25953,0.091
50855,0.091
6628,0.091
254956,0.091
64410,0.091
147687,0.091
56126,0.091
10926,0.091
10425,0.091
51337,0.091
9894,0.091
6769,0.091
7172,0.091
908,0.091
11137,0.091
92170,0.091
246721,0.091
3062,0.091
203245,0.091
22856,0.091
22796,0.091
10694,0.091
7335,0.091
11272,0.091
360030,0.091
112942,0.091
64785,0.091
994,0.091
4508,0.091
7627,0.091
57594,0.091
6359,0.091
80153,0.091
6617,0.091
246269,0.091
94115,0.091
154796,0.091
4677,0.091
36,0.091
91664,0.091
140461,0.091
23212,0.091
5036,0.091
2017,0.091
643376,0.091
58157,0.091
84141,0.091
23406,0.091
1004,0.091
5894,0.091
2146,0.091
64648,0.091
150946,0.091
154197,0.091
84436,0.091
2633,0.091
51409,0.091
340390,0.091
3790,0.091
128869,0.09
219874,0.09
493911,0.09
390883,0.09
123103,0.09
643008,0.09
55860,0.09
9685,0.09
140432,0.09
402,0.09
58496,0.09
800,0.09
124454,0.09
4536,0.09
7327,0.09
200909,0.09
598,0.09
56655,0.09
79943,0.09
3912,0.09
168455,0.09
91893,0.09
641371,0.09
11342,0.09
26258,0.09
64093,0.09
79157,0.09
144715,0.09
1,0.09
55905,0.09
79577,0.09
64412,0.09
3125,0.09
79611,0.09
57707,0.09
2029,0.09
84767,0.09
57573,0.09
5091,0.09
653857,0.09
391123,0.09
10157,0.09
10594,0.09
25814,0.09
8787,0.09
221400,0.09
84527,0.09
200728,0.09
5580,0.09
2263,0.09
1653,0.09
333932,0.09
80000,0.09
3073,0.09
2939,0.09
4494,0.09
10780,0.09
9560,0.09
9382,0.09
25,0.09
6285,0.09
376132,0.09
5864,0.09
11162,0.09
6487,0.09
10615,0.09
11107,0.09
137964,0.09
10559,0.09
8842,0.09
8641,0.09
8291,0.09
7486,0.09
595,0.09
8803,0.09
4842,0.09
78987,0.09
199713,0.09
7276,0.09
55706,0.09
5308,0.09
51196,0.09
170691,0.09
90649,0.09
23609,0.09
80142,0.09
2324,0.09
64645,0.09
8449,0.09
6607,0.09
6606,0.09
8565,0.09
10061,0.09
19,0.09
54919,0.09
9656,0.09
64689,0.09
64850,0.09
5631,0.09
2178,0.089
53405,0.089
11037,0.089
25936,0.089
90203,0.089
79018,0.089
57146,0.089
89858,0.089
51605,0.089
55662,0.089
115677,0.089
6627,0.089
653140,0.089
252884,0.089
23247,0.089
84277,0.089
79701,0.089
26595,0.089
127602,0.089
542767,0.089
126204,0.089
26268,0.089
4234,0.089
93183,0.089
23062,0.089
91603,0.089
100506164,0.089
152756,0.089
79097,0.089
84330,0.089
167681,0.089
10898,0.089
9128,0.089
100289635,0.089
79465,0.089
54823,0.089
84107,0.089
24144,0.089
23354,0.089
7773,0.089
386676,0.089
23324,0.089
400,0.089
55720,0.089
84814,0.089
56996,0.089
252969,0.089
79695,0.089
11099,0.089
84134,0.089
51520,0.089
2615,0.089
220963,0.089
8911,0.089
